,Title,Authors,Published,Link
438,Potential metabolic and inflammatory pathways between COVID-19 and new-onset diabetes,"Thirunavukkarasu Sathish, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/robyn-tapp"" rel=""Person""><span>Robyn Tapp</span></a>, Mark E. Cooper, Paul Zimmet",2021-03-01,https://pureportal.coventry.ac.uk/en/publications/potential-metabolic-and-inflammatory-pathways-between-covid-19-an
439,Preliminary Study: Learning the Impact of Simulation Time on Reentry Location and Morphology Induced by Personalized Cardiac Modeling,"Lv Tong, Caiming Zhao, Zhenyin Fu, Ruiqing Dong, Zhenghong Wu, Zefeng Wang, Nan Zhang, Xinlu Wang, Boyang Cao, Yutong Sun, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/dingchang-zheng-2"" rel=""Person""><span>Dingchang Zheng</span></a>, Ling Xia, Dongdong Deng",2021-12-24,https://pureportal.coventry.ac.uk/en/publications/preliminary-study-learning-the-impact-of-simulation-time-on-reent
440,"Pre-pregnancy body mass index in mothers, birth weight and the risk of type I diabetes in their offspring: A dose-response meta-analysis of cohort studies","Haiyan Wang, Zhongmin Zhang, Yanfang Liu, Jiaqi Yang, Jinhuan Zhang, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/cain-clark"" rel=""Person""><span>Cain Clark</span></a>, David Avelar Rodriguez, Palanisamy Amirthalingam, Yanwei Guo",2021-02-01,https://pureportal.coventry.ac.uk/en/publications/pre-pregnancy-body-mass-index-in-mothers-birth-weight-and-the-ris
441,Presence vs. participant in interaction in child protection conferences,"<a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/eleanor-lutman-white"" rel=""Person""><span>Eleanor Lutman-White</span></a>",2021-12-14,https://pureportal.coventry.ac.uk/en/publications/presence-vs-participant-in-interaction-in-child-protection-confer
442,Prevalence of Stroke and Stroke Risk Factors in a South-Western Community of Nepal,"Lekhjung Thapa, Shakti Shrestha, Rashmi Kandu, Mahesh Raj Ghimire, Sulochana Ghimire, Navin Kumar Chaudhary, Bishnu Pahari, Suman Bhattarai, Ghanshyam Kharel, Raju Paudel, Pankaj Jalan, Avinash Chandra, Subash Phuyal, Bhojraj Adhikari, Nirmal Aryal, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/om-kurmi"" rel=""Person""><span>Om P. Kurmi</span></a>",2021-05-01,https://pureportal.coventry.ac.uk/en/publications/prevalence-of-stroke-and-stroke-risk-factors-in-a-south-western-c
443,Privacy-Preserving Wandering Behaviour Sensing in Dementia Patients using Modiﬁed Logistic and Dynamic Newton Leipnik Maps,"<a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/syed-aziz-shah"" rel=""Person""><span>Syed Aziz Shah</span></a>, Jawad Ahmad, Fawad Masood, Syed Yaseen Shah, Haris Pervaiz , William Taylor, Muhammad Ali Imran , Qammer H. Abbasi",2021-02-01,https://pureportal.coventry.ac.uk/en/publications/privacy-preserving-wandering-behaviour-sensing-in-dementia-patien
444,Profile-Free and Real-Time Task Recommendation in Mobile Crowdsensing,"Guisong Yang, Yanting Li, Xingyu He, Yan Song, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/jiangtao-wang"" rel=""Person""><span>Jiangtao Wang</span></a>, Ming Liu",2021-12-01,https://pureportal.coventry.ac.uk/en/publications/profile-free-and-real-time-task-recommendation-in-mobile-crowdsen
445,Prognostic factors associated with small for gestational age babies in a tertiary care hospital of Western Nepal: A cross-sectional study,"Nagendra Chaudhary, Shree Narayan Yadav, Suresh Kumar Kalra, Santosh Pathak, Binod Kumar Gupta, Sandeep Shrestha, Matthew Patel, Imran Satia, Steven Sadhra, Charlotte Emma Bolton, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/om-kurmi"" rel=""Person""><span>Om Prakash Kurmi</span></a>",2021-03-01,https://pureportal.coventry.ac.uk/en/publications/prognostic-factors-associated-with-small-for-gestational-age-babi
446,Proportion of newly diagnosed diabetes in COVID-19 patients: a systematic review and meta-analysis,"Thirunavukkarasu Sathish, Nitin Kapoor, Yingting Cao, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/robyn-tapp"" rel=""Person""><span>Robyn J Tapp</span></a>, Paul Zimmet",2021-03-01,https://pureportal.coventry.ac.uk/en/publications/proportion-of-newly-diagnosed-diabetes-in-covid-19-patients-a-sys
447,Radar Sensing for Activity Classification in Elderly People Exploiting Micro-Doppler Signatures using Machine Learning,"William Taylor, Kia Dashtipour , <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/syed-aziz-shah"" rel=""Person""><span>Syed Aziz Shah</span></a>, Amir Hussain,  Qammer Hussain Abbasi , Muhammad Ali Imran ",2021-06-04,https://pureportal.coventry.ac.uk/en/publications/radar-sensing-for-activity-classification-in-elderly-people-explo
448,Ramadan Observance Is Associated with Impaired Kung-Fu-Specific Decision-Making Skills,"Anis Saddoud, Aïmen Khacharem, Cyrine H'Mida, Khaled Trabelsi, Omar Boukhris, Achraf Ammar, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/cain-clark"" rel=""Person""><span>Cain C T Clark</span></a>, Jordan M Glenn, Hamdi Chtourou, Mohamed Jarraya, Thomas Rosemann, University Zuric",2021-07-09,https://pureportal.coventry.ac.uk/en/publications/ramadan-observance-is-associated-with-impaired-kung-fu-specific-d
449,Recruiting patients to a digital self-management study whilst in hospital for a chronic obstructive pulmonary disease exacerbation: A feasibility analysis,"<a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/maxine-whelan"" rel=""Person""><span>Maxine Whelan</span></a>, Christopher Biggs, Carlos Areia, Elizabeth King, Bethany Lawson, Nikki Newhouse, Xiaorong Ding, Carmelo Velardo, Mona Bafadhel, Lionel Tarassenko, Peter Watkinson, David Clifton, Andrew Farmer",2021-06-10,https://pureportal.coventry.ac.uk/en/publications/recruiting-patients-to-a-digital-self-management-study-whilst-in-
450,Reducing weight and BMI following gestational diabetes:  A systematic review and meta-analysis of digital and telemedicine interventions,"Julia Halligan, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/maxine-whelan"" rel=""Person""><span>Maxine Whelan</span></a>, Nia Roberts, Andrew Farmer",2021-04-14,https://pureportal.coventry.ac.uk/en/publications/reducing-weight-and-bmi-following-gestational-diabetes-a-systemat
451,Reflective practice as an enabler of empathy in design of smart mobility products and systems: benefits derived by undergraduate students on TInnGO,"<a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/paul-magee"" rel=""Person""><span>Paul Magee</span></a>, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/andree-woodcock"" rel=""Person""><span>Andree Woodcock</span></a>, Kat Gut",2021-10-14,https://pureportal.coventry.ac.uk/en/publications/reflective-practice-as-an-enabler-of-empathy-in-design-of-smart-m
452,Regional and seasonal variations in household and personal exposures to air pollution in one urban and two rural Chinese communities: A pilot study to collect time-resolved data using static and wearable devices,"Ka Hung Chan,  Xi Xia,  Kin-fai Ho,  Yu Guo, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/om-kurmi"" rel=""Person""><span>Om Kurmi</span></a>,  Huaidong Du, Derrick A. Bennett, Zheng Bian, Haidong Kan, John McDonnell, Dan Schmidt, Rene Kerosi, Liming Li, Kin Bong Hubert Lam, Zhengming Chen",2021-01-01,https://pureportal.coventry.ac.uk/en/publications/regional-and-seasonal-variations-in-household-and-personal-exposu
453,Reimagining care homes: can the COVID-19 pandemic act as a catalyst for enhancing staff status and education?,"Deidre Wild, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/ala-szczepura"" rel=""Person""><span>Ala Szczepura</span></a>",2021-05-19,https://pureportal.coventry.ac.uk/en/publications/reimagining-care-homes-can-the-covid-19-pandemic-act-as-a-catalys
454,Relationships between fitness status and match running performance in adult women soccer players: A cohort study,"Lillian Gonçalves, Filipe Manuel Clemente, Joel Ignacio Barrera, Hugo Sarmento, Francisco Tomás González-Fernández, Luiz H.Palucci Vieira, António José Figueiredo, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/cain-clark"" rel=""Person""><span>Cain C.T. Clark</span></a>, J. M.Cancela Carral",2021-06-13,https://pureportal.coventry.ac.uk/en/publications/relationships-between-fitness-status-and-match-running-performanc
455,Reliability of the Edinburgh Claudication Questionnaire for identifying symptomatic PAD in General Practice,"L Boylan, C Nesbitt, L Wilson, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/john-allen"" rel=""Person""><span>John Allen</span></a>, A Sims, I Guri, P Mawson, CP Oates, G Stansby",2021-05-01,https://pureportal.coventry.ac.uk/en/publications/reliability-of-the-edinburgh-claudication-questionnaire-for-ident
456,Resistance to data loss from the Freestyle Libre: Impact on glucose variability indices and recommendations for data analysis,"Andrew P Kingsnorth, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/maxine-whelan"" rel=""Person""><span>Maxine E Whelan</span></a>, Mark W Orme, Ash C Routen, Lauren B Sherar, Dale W Esliger",2021-02-01,https://pureportal.coventry.ac.uk/en/publications/resistance-to-data-loss-from-the-freestyle-libre-impact-on-glucos
457,"Response by Lan et al to Letter Regarding Article, “Regional High Wall Shear Stress Associated With Stenosis Regression in Symptomatic Intracranial Atherosclerotic Disease”","Linfang Lan, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/haipeng-liu"" rel=""Person""><span>Haipeng Liu</span></a>, Thomas W Leung, Xinyi Leng",2021-01-25,https://pureportal.coventry.ac.uk/en/publications/response-by-lan-et-al-to-letter-regarding-article-regional-high-w
458,RF Sensing Based Breathing Patterns Detection Leveraging USRP Devices,"Mubashir Rehman, Raza Ali Shah, Muhammad Bilal Khan,  Najah Abed AbuAli, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/syed-aziz-shah"" rel=""Person""><span>Syed Aziz Shah</span></a>, Xiao-Dong Yang, Akram Alomainy ,  Muhmmad Ali Imran, Qammer H. Abbasi",2021-06-02,https://pureportal.coventry.ac.uk/en/publications/rf-sensing-based-breathing-patterns-detection-leveraging-usrp-dev
459,RF sensing for healthcare applications,"<a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/syed-aziz-shah"" rel=""Person""><span>Syed Aziz Shah</span></a>, Hasan T Abbas, Muhammad Ali Imran, Qammer Hussain Abbasi",2021-06-08,https://pureportal.coventry.ac.uk/en/publications/rf-sensing-for-healthcare-applications
460,Risk of acute pancreatitis with methimazole use: a systematic review and meta-analysis,"Akshaya Srikanth Bhagavathula, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/cain-clark"" rel=""Person""><span>Cain Clark</span></a>, Jamal Rahmani",2021-10-01,https://pureportal.coventry.ac.uk/en/publications/risk-of-acute-pancreatitis-with-methimazole-use-a-systematic-revi
461,School-Time Movement Behaviors and Fundamental Movement Skills in Preschoolers: An Isotemporal Reallocation Analysis,"Clarice Maria de Lucena Martins, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/cain-clark"" rel=""Person""><span>Cain Craig Truman Clark</span></a>, Rafael Miranda Tassitano, Anastácio Neco de Souza Filho, Anelise Reis Gaya, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/michael-duncan"" rel=""Person""><span>Michael Joseph Duncan</span></a>",2021-08-01,https://pureportal.coventry.ac.uk/en/publications/school-time-movement-behaviors-and-fundamental-movement-skills-in
462,Sex-specific effects of small-sided games in basketball on psychometric and physiological markers during Ramadan intermittent fasting: a pilot study,"Seifeddine Brini, Abderraouf Ben Abderrahman, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/cain-clark"" rel=""Person""><span>Cain C T Clark</span></a>, Sghaeir Zouita, Anthony C Hackney, Karuppasamy Govindasamy, Urs Granacher, Hassane Zouhal",2021-05-23,https://pureportal.coventry.ac.uk/en/publications/sex-specific-effects-of-small-sided-games-in-basketball-on-psycho
463,Sleep as a Priority: 24-Hour Movement Guidelines and Mental Health of Chinese College Students during the COVID-19 Pandemic,"Kaixin Liang, Clarice Maria de Lucena Martins, Si Tong Chen, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/cain-clark"" rel=""Person""><span>Cain Craig Truman Clark</span></a>, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/michael-duncan"" rel=""Person""><span>Michael Joseph Duncan</span></a>, He Bu, Liuyue Huang, Xinli Chi",6 Sept 2021,https://pureportal.coventry.ac.uk/en/publications/sleep-as-a-priority-24-hour-movement-guidelines-and-mental-health
464,"Sleep Disruption and Depression, Stress and Anxiety Levels in Women With Polycystic Ovary Syndrome (PCOS) During the Lockdown Measures for COVID-19 in the UK","Chris Kite, Lou Atkinson, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/gordon-mcgregor"" rel=""Person""><span>Gordon McGregor</span></a>, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/cain-clark"" rel=""Person""><span>Cain C. T. Clark</span></a>, James E. Brown, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/ioannis-kyrou"" rel=""Person""><span>Ioannis Kyrou</span></a>, Harpal S. Randeva",2021-06-04,https://pureportal.coventry.ac.uk/en/publications/sleep-disruption-and-depression-stress-and-anxiety-levels-in-wome
465,Sleep quality and physical activity as predictors of mental wellbeing variance in older adults during covid-19 lockdown: Eclb covid-19 international online survey,ECLB-COVID19 Consortium,2021-04-19,https://pureportal.coventry.ac.uk/en/publications/sleep-quality-and-physical-activity-as-predictors-of-mental-wellb
466,Soy intake is associated with lowering blood pressure in adults: A systematic review and meta-analysis of randomized double-blind placebo-controlled trials,"Zahra Mosallanezhad, Sara Ranjbar, Marzieh Mahmoodi, Razieh Hosseini, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/cain-clark"" rel=""Person""><span>Cain C T Clark</span></a>, Kristin Carson-Chahhoud, Zahra Norouzi, Ali Abbasian, Mohammad Jalali",2021-06-01,https://pureportal.coventry.ac.uk/en/publications/soy-intake-is-associated-with-lowering-blood-pressure-in-adults-a
467,"Spatial, temporal, and demographic patterns in prevalence of smoking tobacco use and attributable disease burden in 204 countries and territories, 1990-2019: a systematic analysis from the Global Burden of Disease Study 2019",GBD 2019 Tobacco Collaborators,2021-06-19,https://pureportal.coventry.ac.uk/en/publications/spatial-temporal-and-demographic-patterns-in-prevalence-of-smokin
468,Sports medicine: Bespoke player management,"Sam Stuart, Dylan Powell, Steven J. Marshall, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/cain-clark"" rel=""Person""><span>Cain C.T. Clark</span></a>, Douglas N. Martini, William Johnston, Alan Godfrey",2021-01-01,https://pureportal.coventry.ac.uk/en/publications/sports-medicine-bespoke-player-management
